id,order_id,product_id,quantity,unit_price,discount_pct,line_total
255,115,288,2,12.95,0,25.9
256,116,236,1,3.05,0,3.05
257,116,34,1,14.1,0,14.1
258,116,226,1,8.65,0,8.65
259,116,214,1,10.45,0,10.45
260,117,291,1,14.45,5,13.72
261,117,121,4,8.85,5,33.63
262,118,142,1,2.95,0,2.95
263,118,275,1,11.55,0,11.55
264,118,278,3,5.6,15,14.28
265,119,134,2,5.0,0,10.0
266,119,96,1,14.6,0,14.6
267,119,181,1,12.7,0,12.7
268,120,260,3,10.75,5,30.63
269,121,269,1,6.2,0,6.2
270,121,118,2,6.45,0,12.9
271,121,106,4,10.5,0,42.0
272,122,163,1,7.1,5,6.74
273,122,254,2,4.05,0,8.1
274,123,261,2,12.5,0,25.0
275,123,84,3,6.9,0,20.7
276,123,60,2,7.5,0,15.0
277,123,20,2,14.9,0,29.8
278,123,105,1,3.75,10,3.37
279,124,248,4,4.25,0,17.0
280,124,235,2,3.3,5,6.27
281,124,36,2,11.0,0,22.0
282,125,85,5,4.95,0,24.75
283,125,264,2,6.4,0,12.8
284,126,198,1,13.3,0,13.3
285,127,146,4,5.5,0,22.0
286,127,157,5,2.8,0,14.0
287,127,259,2,14.8,0,29.6
288,127,177,3,3.35,0,10.05
289,127,14,1,6.7,0,6.7
290,128,240,1,5.6,5,5.32
291,128,247,3,4.65,0,13.95
292,129,243,1,11.5,0,11.5
293,129,179,1,3.75,5,3.56
294,130,231,1,11.3,0,11.3
295,131,27,1,5.55,0,5.55
296,131,156,1,14.8,0,14.8
297,131,230,4,11.65,0,46.6
298,132,122,3,8.25,0,24.75
299,133,248,3,4.25,0,12.75
300,134,251,2,5.85,0,11.7
301,135,244,1,12.0,0,12.0
302,136,297,3,4.75,0,14.25
303,136,288,2,12.95,0,25.9
304,136,289,2,11.75,0,23.5
305,136,130,1,4.65,0,4.65
306,137,233,2,6.5,0,13.0
307,137,102,3,3.4,0,10.2
308,138,90,1,4.05,10,3.64
309,138,283,1,7.6,0,7.6
310,138,103,3,4.0,0,12.0
311,139,202,1,3.65,0,3.65
312,140,129,2,5.4,0,10.8
313,140,191,2,3.45,20,5.52
314,140,111,1,14.7,0,14.7
315,141,3,1,7.8,0,7.8
316,142,126,1,14.05,20,11.24
317,143,141,1,9.85,10,8.86
318,143,286,2,10.95,0,21.9
319,144,241,1,12.35,0,12.35
320,144,21,2,14.05,0,28.1
321,145,296,1,4.3,0,4.3
322,145,264,3,6.4,20,15.36
323,146,224,1,4.3,0,4.3
324,147,65,2,15.5,20,24.8
325,148,135,1,5.45,0,5.45
326,148,20,1,14.9,5,14.15
327,148,142,1,2.95,10,2.65
328,148,203,1,4.55,0,4.55
329,149,138,2,12.2,0,24.4
330,149,23,1,5.45,5,5.17
331,150,85,1,4.95,0,4.95
332,150,296,2,4.3,10,7.74
333,150,12,2,4.25,0,8.5
334,151,288,3,12.95,0,38.85
335,151,134,1,5.0,0,5.0
336,151,210,2,4.7,0,9.4
337,152,36,1,11.0,0,11.0
338,152,264,2,6.4,0,12.8
339,153,154,4,9.1,0,36.4
340,153,86,2,3.1,0,6.2
341,154,86,2,3.1,10,5.58
342,154,41,4,5.9,0,23.6
343,154,108,1,10.3,0,10.3
344,155,27,1,5.55,0,5.55
345,155,163,4,7.1,0,28.4
346,156,174,1,3.85,0,3.85
347,157,140,2,10.4,0,20.8
348,158,144,4,4.75,0,19.0
349,159,214,2,10.45,0,20.9
350,159,150,1,7.95,0,7.95
351,160,74,1,6.65,0,6.65
352,161,195,2,6.3,0,12.6
353,161,47,1,8.1,0,8.1
354,161,65,1,15.5,0,15.5
355,162,100,1,5.55,0,5.55
356,162,216,5,13.0,0,65.0
357,163,39,5,3.5,5,16.62
358,163,118,1,6.45,0,6.45
359,164,300,2,5.55,0,11.1
360,164,237,2,3.1,10,5.58
361,165,294,2,4.6,0,9.2
362,165,267,2,4.0,0,8.0
363,165,248,1,4.25,0,4.25
364,165,253,1,7.6,0,7.6
365,165,164,1,5.65,5,5.36
366,166,58,2,3.5,0,7.0
367,167,267,3,4.0,0,12.0
368,168,145,1,5.8,0,5.8
369,169,98,2,6.95,5,13.2
370,169,281,2,3.2,0,6.4
371,170,177,2,3.35,5,6.36
372,170,245,1,10.75,0,10.75
373,171,175,3,3.55,20,8.52
374,171,10,5,3.8,5,18.05
375,171,132,5,4.3,0,21.5
376,171,119,1,4.4,0,4.4
377,172,137,1,11.4,5,10.83
378,172,198,1,13.3,0,13.3
379,173,135,3,5.45,0,16.35
380,174,116,2,4.1,0,8.2
381,175,283,1,7.6,5,7.22
382,175,77,2,12.75,10,22.95
383,176,39,1,3.5,0,3.5
384,176,224,1,4.3,20,3.44
385,177,43,1,4.9,0,4.9
386,177,33,1,12.7,0,12.7
387,178,129,2,5.4,0,10.8
388,178,167,3,10.05,0,30.15
389,178,124,1,15.35,0,15.35
390,179,75,4,7.9,0,31.6
391,179,62,4,8.0,0,32.0
392,179,217,1,3.8,0,3.8
393,179,126,1,14.05,0,14.05
394,180,135,2,5.45,0,10.9
395,181,29,1,7.45,10,6.7
396,181,67,2,6.95,0,13.9
397,182,3,1,7.8,0,7.8
398,182,69,1,2.8,0,2.8
399,182,9,2,7.0,10,12.6
400,182,128,2,3.7,0,7.4
401,183,24,1,5.8,10,5.22
402,183,12,4,4.25,0,17.0
403,184,67,1,6.95,0,6.95
404,184,113,3,5.8,0,17.4
405,184,22,1,3.65,5,3.46
406,184,84,2,6.9,0,13.8
407,184,98,3,6.95,0,20.85
408,185,33,2,12.7,5,24.13
409,186,212,1,9.25,5,8.78
410,186,252,3,5.05,0,15.15
411,187,175,4,3.55,0,14.2
412,188,132,2,4.3,0,8.6
413,189,22,2,3.65,0,7.3
414,189,244,1,12.0,5,11.4
415,189,274,2,11.85,0,23.7
416,189,93,2,9.45,0,18.9
417,190,208,1,3.5,0,3.5
418,190,222,4,5.05,0,20.2
419,190,112,1,4.1,0,4.1
420,191,59,4,7.6,0,30.4
421,192,270,3,5.95,0,17.85
422,192,216,5,13.0,0,65.0
423,193,65,3,15.5,0,46.5
424,193,171,1,11.9,0,11.9
425,193,241,1,12.35,0,12.35
426,193,219,5,5.8,0,29.0
427,194,125,2,11.1,5,21.09
428,194,198,1,13.3,0,13.3
429,194,42,1,10.0,0,10.0
430,194,277,1,4.1,10,3.69
431,195,266,2,4.8,5,9.12
432,195,296,1,4.3,0,4.3
433,196,255,1,4.9,0,4.9
434,196,27,2,5.55,15,9.43
435,197,149,2,7.6,0,15.2
436,197,203,1,4.55,0,4.55
437,197,293,1,6.15,0,6.15
438,197,204,2,2.7,15,4.59
439,198,284,2,5.05,0,10.1
440,199,280,1,5.45,0,5.45
441,199,2,1,11.0,0,11.0
442,200,223,1,5.3,0,5.3
443,201,65,1,15.5,0,15.5
444,201,53,1,6.15,0,6.15
445,202,265,2,3.6,5,6.84
446,203,184,1,13.5,0,13.5
447,203,272,1,10.35,0,10.35
448,203,133,1,6.15,0,6.15
449,203,217,1,3.8,0,3.8
450,204,258,2,7.8,10,14.04
451,204,210,1,4.7,0,4.7
452,205,227,4,9.9,0,39.6
453,205,251,1,5.85,5,5.55
454,205,280,1,5.45,0,5.45
455,205,229,1,15.55,0,15.55
456,205,106,2,10.5,0,21.0
457,206,45,3,7.85,0,23.55
458,206,13,3,5.2,0,15.6
459,206,109,3,11.35,0,34.05
460,206,223,4,5.3,0,21.2
461,206,185,2,11.15,0,22.3
462,207,248,3,4.25,20,10.2
463,208,255,3,4.9,5,13.96
464,209,150,3,7.95,0,23.85
465,210,144,5,4.75,0,23.75
466,210,258,1,7.8,0,7.8
467,210,288,2,12.95,0,25.9
468,210,45,5,7.85,5,37.28
469,211,104,1,7.75,0,7.75
470,212,228,1,10.55,0,10.55
471,212,234,2,6.0,0,12.0
472,213,23,1,5.45,0,5.45
473,214,166,1,10.25,0,10.25
474,214,260,1,10.75,0,10.75
475,215,267,1,4.0,0,4.0
476,216,271,3,7.65,0,22.95
477,217,178,3,7.6,0,22.8
478,217,202,3,3.65,0,10.95
479,217,204,2,2.7,0,5.4
480,218,110,5,14.3,0,71.5
481,218,280,2,5.45,0,10.9
482,219,234,1,6.0,20,4.8
483,220,63,1,7.1,0,7.1
484,220,36,4,11.0,0,44.0
485,221,59,2,7.6,0,15.2
486,222,101,2,5.15,0,10.3
487,222,234,1,6.0,10,5.4
488,222,159,1,5.55,5,5.27
489,223,106,1,10.5,0,10.5
490,224,261,4,12.5,0,50.0
491,225,133,1,6.15,20,4.92
492,225,254,4,4.05,0,16.2
493,226,242,1,12.35,20,9.88
494,226,15,3,7.65,10,20.65
495,227,198,1,13.3,10,11.97
496,227,226,3,8.65,0,25.95
497,228,104,1,7.75,0,7.75
498,228,31,2,8.95,0,17.9
499,228,213,4,7.1,0,28.4
500,229,4,2,14.15,0,28.3
501,230,100,1,5.55,0,5.55
502,230,103,1,4.0,0,4.0
503,231,2,3,11.0,0,33.0
504,231,232,1,5.0,0,5.0
505,231,216,1,13.0,0,13.0
506,232,231,3,11.3,5,32.2
507,232,241,2,12.35,15,20.99
508,232,8,1,4.75,0,4.75
509,233,54,1,3.45,0,3.45
510,233,111,1,14.7,0,14.7
511,233,174,1,3.85,0,3.85
512,234,171,4,11.9,0,47.6
513,234,109,1,11.35,0,11.35
514,234,16,4,13.95,5,53.01
515,235,149,3,7.6,0,22.8
516,236,83,2,6.65,0,13.3
517,236,70,1,5.35,10,4.81
518,236,77,3,12.75,0,38.25
519,236,134,1,5.0,0,5.0
520,236,117,3,5.5,0,16.5
521,237,111,5,14.7,0,73.5
522,237,91,1,11.8,0,11.8
523,238,284,1,5.05,0,5.05
524,238,40,3,4.35,0,13.05
525,238,186,1,13.6,5,12.92
526,238,266,2,4.8,0,9.6
527,239,138,1,12.2,5,11.59
528,239,102,2,3.4,0,6.8
529,239,284,3,5.05,0,15.15
530,240,55,1,4.55,5,4.32
531,240,156,1,14.8,0,14.8
532,241,99,2,4.7,0,9.4
533,242,228,1,10.55,0,10.55
534,242,174,1,3.85,0,3.85
535,242,134,2,5.0,0,10.0
536,243,64,1,15.1,10,13.59
537,244,254,2,4.05,10,7.29
538,245,120,1,5.4,0,5.4
539,246,217,2,3.8,0,7.6
540,246,130,5,4.65,0,23.25
541,246,260,1,10.75,15,9.13
542,247,95,3,11.9,0,35.7
543,247,28,2,6.4,0,12.8
544,248,294,2,4.6,0,9.2
545,249,101,2,5.15,0,10.3
546,249,157,1,2.8,0,2.8
547,249,21,3,14.05,0,42.15
548,250,168,3,12.4,0,37.2
549,251,57,2,5.45,0,10.9
550,251,33,1,12.7,0,12.7
551,251,150,2,7.95,0,15.9
552,252,26,2,3.25,0,6.5
553,252,132,1,4.3,5,4.08
554,253,53,1,6.15,0,6.15
555,253,63,1,7.1,0,7.1
556,254,121,2,8.85,0,17.7
557,254,253,2,7.6,0,15.2
558,255,17,1,10.7,0,10.7
559,255,30,1,4.65,5,4.41
560,255,171,4,11.9,0,47.6
561,256,104,1,7.75,0,7.75
562,256,59,1,7.6,0,7.6
563,256,173,2,5.8,0,11.6
564,256,151,5,10.7,0,53.5
565,257,300,3,5.55,0,16.65
566,257,96,4,14.6,0,58.4
567,258,189,1,6.65,0,6.65
568,259,219,3,5.8,0,17.4
569,259,151,2,10.7,0,21.4
570,260,201,3,9.05,0,27.15
571,261,291,1,14.45,0,14.45
572,262,242,3,12.35,10,33.34
573,262,108,1,10.3,0,10.3
574,262,59,2,7.6,0,15.2
575,263,74,1,6.65,0,6.65
576,263,63,2,7.1,5,13.49
577,263,126,3,14.05,0,42.15
578,263,225,1,7.6,0,7.6
579,264,85,2,4.95,0,9.9
580,264,49,1,13.45,0,13.45
581,265,106,1,10.5,0,10.5
582,265,107,2,13.4,0,26.8
583,265,40,1,4.35,0,4.35
584,265,32,1,12.05,0,12.05
585,266,19,2,10.05,0,20.1
586,266,54,3,3.45,0,10.35
587,267,298,1,7.95,0,7.95
588,267,182,3,11.85,15,30.21
589,268,267,1,4.0,0,4.0
590,268,300,3,5.55,0,16.65
591,268,157,1,2.8,0,2.8
592,268,247,3,4.65,0,13.95
593,269,238,1,5.9,5,5.6
594,270,252,1,5.05,0,5.05
595,270,76,3,12.0,0,36.0
596,270,13,1,5.2,15,4.42
597,270,85,1,4.95,0,4.95
598,271,210,4,4.7,0,18.8
599,271,277,1,4.1,0,4.1
600,272,163,2,7.1,10,12.78
601,272,238,1,5.9,0,5.9
602,272,162,2,3.05,10,5.49
603,272,178,2,7.6,0,15.2
604,272,22,3,3.65,0,10.95
605,273,242,3,12.35,0,37.05
606,273,99,1,4.7,0,4.7
607,274,149,1,7.6,0,7.6
608,275,294,1,4.6,0,4.6
609,275,139,4,14.35,20,45.92
610,276,218,2,5.95,5,11.3
611,277,146,1,5.5,0,5.5
612,278,250,1,3.2,0,3.2
613,279,241,1,12.35,0,12.35
614,280,106,1,10.5,0,10.5
615,280,7,1,4.55,0,4.55
616,280,120,1,5.4,0,5.4
617,280,2,1,11.0,0,11.0
618,280,127,1,3.25,20,2.6
619,281,32,1,12.05,0,12.05
620,281,28,3,6.4,0,19.2
621,281,177,1,3.35,10,3.01
622,282,91,1,11.8,0,11.8
623,283,86,3,3.1,20,7.44
624,283,185,1,11.15,0,11.15
625,283,12,1,4.25,0,4.25
626,283,6,3,15.35,0,46.05
627,284,195,2,6.3,0,12.6
628,284,160,2,5.7,10,10.26
629,284,209,2,6.4,0,12.8
630,284,220,1,3.1,0,3.1
631,285,271,1,7.65,0,7.65
632,285,158,1,6.25,0,6.25
633,286,22,2,3.65,5,6.93
634,286,287,1,11.4,0,11.4
635,287,295,3,4.95,0,14.85
636,288,161,2,3.35,0,6.7
637,288,293,3,6.15,5,17.52
638,289,106,2,10.5,0,21.0
639,289,191,2,3.45,0,6.9
640,289,145,1,5.8,5,5.51
641,289,142,1,2.95,15,2.5
642,289,115,1,5.95,0,5.95
643,290,81,3,9.35,0,28.05
644,290,282,2,3.2,0,6.4
645,291,111,1,14.7,0,14.7
646,291,219,1,5.8,0,5.8
647,291,142,1,2.95,0,2.95
648,292,118,1,6.45,0,6.45
649,292,280,1,5.45,0,5.45
650,292,187,1,3.75,0,3.75
651,292,86,2,3.1,10,5.58
652,293,120,1,5.4,0,5.4
653,293,279,5,4.45,0,22.25
654,294,78,1,9.2,0,9.2
655,294,145,1,5.8,0,5.8
656,294,217,1,3.8,0,3.8
657,294,45,4,7.85,0,31.4
658,295,228,2,10.55,0,21.1
659,296,3,3,7.8,0,23.4
660,297,77,2,12.75,0,25.5
661,298,172,1,2.65,0,2.65
662,299,11,5,3.25,5,15.43
663,299,226,1,8.65,0,8.65
664,300,296,1,4.3,0,4.3
665,300,95,2,11.9,0,23.8
666,301,158,2,6.25,0,12.5
667,301,214,1,10.45,0,10.45
668,302,139,1,14.35,0,14.35
669,302,258,3,7.8,0,23.4
670,302,270,1,5.95,0,5.95
671,302,202,3,3.65,0,10.95
672,303,286,1,10.95,0,10.95
673,303,285,1,7.9,5,7.5
674,304,88,1,4.7,0,4.7
675,305,127,1,3.25,0,3.25
676,306,151,1,10.7,5,10.16
677,306,247,2,4.65,0,9.3
678,306,299,1,7.5,0,7.5
679,306,17,1,10.7,10,9.63
680,307,203,2,4.55,0,9.1
681,307,139,4,14.35,0,57.4
682,307,150,2,7.95,0,15.9
683,307,195,2,6.3,0,12.6
684,307,177,2,3.35,5,6.36
685,308,151,1,10.7,0,10.7
686,308,52,1,4.4,20,3.52
687,309,176,1,5.55,0,5.55
688,310,296,4,4.3,0,17.2
689,310,175,2,3.55,0,7.1
690,310,179,1,3.75,0,3.75
691,310,151,3,10.7,0,32.1
692,310,61,1,8.2,0,8.2
693,311,225,1,7.6,0,7.6
694,311,54,1,3.45,0,3.45
695,311,158,3,6.25,0,18.75
696,312,62,1,8.0,0,8.0
697,312,276,1,14.65,0,14.65
698,312,38,2,6.9,0,13.8
699,313,116,1,4.1,20,3.28
700,314,155,4,13.15,0,52.6
701,314,273,2,7.35,0,14.7
702,315,103,2,4.0,0,8.0
703,316,17,1,10.7,10,9.63
704,316,144,1,4.75,0,4.75
705,316,149,3,7.6,0,22.8
706,317,72,2,5.95,0,11.9
707,318,198,1,13.3,0,13.3
708,319,145,3,5.8,5,16.53
709,319,275,2,11.55,0,23.1
710,319,146,1,5.5,0,5.5
711,319,215,2,12.15,0,24.3
712,320,38,1,6.9,0,6.9
713,320,239,2,7.65,15,13.0
714,321,126,1,14.05,0,14.05
715,321,214,2,10.45,0,20.9
716,321,220,1,3.1,0,3.1
717,322,152,1,11.0,0,11.0
718,322,35,1,13.05,0,13.05
719,322,265,1,3.6,0,3.6
720,322,152,5,11.0,0,55.0
721,322,280,2,5.45,0,10.9
722,323,97,5,3.8,0,19.0
723,324,75,3,7.9,0,23.7
724,324,235,3,3.3,0,9.9
725,325,218,1,5.95,0,5.95
726,326,135,1,5.45,0,5.45
727,326,154,1,9.1,0,9.1
728,327,268,2,7.25,5,13.77
729,327,29,3,7.45,10,20.11
730,328,275,1,11.55,0,11.55
731,328,151,1,10.7,0,10.7
732,329,297,4,4.75,0,19.0
733,330,18,5,8.7,15,36.97
734,330,103,1,4.0,0,4.0
735,331,179,1,3.75,0,3.75
736,332,151,1,10.7,10,9.63
737,332,139,3,14.35,0,43.05
738,332,297,3,4.75,0,14.25
739,332,260,1,10.75,10,9.67
740,333,58,2,3.5,0,7.0
741,333,153,1,13.4,0,13.4
742,333,6,1,15.35,0,15.35
743,334,280,2,5.45,0,10.9
744,334,290,1,13.5,0,13.5
745,335,62,1,8.0,0,8.0
746,335,59,1,7.6,0,7.6
747,336,217,1,3.8,0,3.8
748,336,53,1,6.15,0,6.15
749,337,122,2,8.25,0,16.5
750,338,288,1,12.95,0,12.95
751,338,35,1,13.05,5,12.39
752,338,261,3,12.5,0,37.5
753,339,7,2,4.55,0,9.1
754,339,201,3,9.05,0,27.15
755,340,186,1,13.6,0,13.6
756,341,217,1,3.8,0,3.8
757,342,217,1,3.8,0,3.8
758,343,166,5,10.25,0,51.25
759,344,212,2,9.25,10,16.65
760,345,258,1,7.8,0,7.8
761,345,222,1,5.05,0,5.05
762,346,215,1,12.15,0,12.15
763,346,117,3,5.5,0,16.5
764,346,287,1,11.4,0,11.4
765,346,247,1,4.65,0,4.65
766,347,45,1,7.85,0,7.85
767,347,8,1,4.75,5,4.51
768,348,201,1,9.05,0,9.05
769,348,28,3,6.4,5,18.24
770,348,258,1,7.8,0,7.8
771,349,29,1,7.45,0,7.45
772,349,101,2,5.15,0,10.3
773,350,102,1,3.4,15,2.89
774,350,39,3,3.5,5,9.97
