id,order_id,payment_method,amount
180,148,gift_card,36366
181,149,credit_card,10798
182,150,bank_transfer,22713
183,151,credit_card,32002
184,152,bank_transfer,17231
185,153,credit_card,15897
186,154,credit_card,40425
187,155,coupon,0
188,155,bank_transfer,10471
189,156,credit_card,27854
190,157,gift_card,39564
191,158,bank_transfer,10889
192,159,credit_card,37746
193,160,credit_card,5698
194,161,bank_transfer,20057
195,161,credit_card,29185
196,162,gift_card,35485
197,163,gift_card,15222
198,164,coupon,0
199,164,bank_transfer,11561
200,165,coupon,0
201,165,gift_card,34100
202,166,bank_transfer,23562
203,167,credit_card,47145
204,168,bank_transfer,1360
205,169,bank_transfer,19680
206,170,credit_card,2618
207,171,credit_card,48250
208,172,credit_card,27094
209,173,credit_card,19681
210,174,credit_card,2011
211,175,credit_card,7870
212,175,credit_card,14603
213,176,coupon,0
214,176,gift_card,14566
215,177,credit_card,25077
216,178,credit_card,44318
217,179,coupon,0
218,179,credit_card,8173
219,180,coupon,0
220,180,bank_transfer,14723
221,181,bank_transfer,11831
222,182,credit_card,29419
223,183,credit_card,47901
224,184,gift_card,2922
225,185,credit_card,21250
226,186,credit_card,36443
227,187,credit_card,4748
228,188,coupon,0
229,188,gift_card,30083
230,189,bank_transfer,19301
231,190,credit_card,45129
232,191,bank_transfer,47333
233,192,credit_card,4172
234,192,credit_card,28883
235,193,credit_card,42114
236,194,gift_card,30819
237,195,credit_card,30193
238,196,credit_card,49001
239,197,credit_card,49969
240,198,credit_card,21590
241,199,credit_card,41787
242,200,credit_card,18213
243,201,bank_transfer,19502
244,202,credit_card,36745
245,203,credit_card,35563
246,204,credit_card,32198
247,205,credit_card,14306
248,206,bank_transfer,16045
249,207,credit_card,31289
250,208,bank_transfer,42284
251,209,gift_card,5131
252,210,bank_transfer,1401
253,211,gift_card,10579
254,212,credit_card,22658
255,213,bank_transfer,12781
256,213,credit_card,13996
257,214,coupon,0
258,214,credit_card,7021
259,215,bank_transfer,15847
260,216,credit_card,21251
261,217,gift_card,26949
262,218,bank_transfer,29690
263,219,credit_card,30531
264,220,credit_card,40053
265,221,bank_transfer,17723
266,222,credit_card,6156
267,223,credit_card,41416
268,224,gift_card,36274
269,225,credit_card,35737
270,226,gift_card,48724
271,227,credit_card,42594
272,228,credit_card,14438
273,229,bank_transfer,34991
274,229,credit_card,40454
275,230,coupon,0
276,230,credit_card,22583
277,231,credit_card,10329
278,232,coupon,0
279,232,bank_transfer,32592
280,233,bank_transfer,32143
281,234,gift_card,44886
282,235,bank_transfer,47777
283,236,gift_card,11241
284,237,credit_card,31531
285,238,bank_transfer,26424
286,239,credit_card,7539
287,240,bank_transfer,16099
288,241,coupon,0
289,241,credit_card,11004
290,242,bank_transfer,17656
291,243,bank_transfer,25087
292,244,credit_card,1411
293,245,credit_card,5814
294,246,credit_card,14699
295,247,credit_card,30037
296,248,gift_card,33052
297,249,gift_card,5191
298,250,bank_transfer,46146
299,251,coupon,0
300,251,bank_transfer,25222
301,252,bank_transfer,32007
302,253,coupon,0
303,253,gift_card,5027
304,254,coupon,0
305,254,gift_card,16743
306,255,credit_card,39113
307,256,coupon,0
308,256,credit_card,11861
309,257,credit_card,40637
310,258,gift_card,23739
311,259,credit_card,32719
312,260,bank_transfer,16329
313,261,credit_card,45888
314,262,credit_card,5127
315,263,bank_transfer,12014
316,263,gift_card,44820
317,264,coupon,0
318,264,bank_transfer,34422
319,265,credit_card,32092
320,266,credit_card,48254
321,267,credit_card,21749
322,268,coupon,0
323,268,credit_card,21674
324,269,credit_card,14759
325,270,credit_card,9064
326,270,credit_card,6231
327,271,credit_card,9442
328,272,bank_transfer,36911
329,273,bank_transfer,9903
330,274,credit_card,37824
331,275,bank_transfer,8913
332,276,gift_card,49714
333,277,coupon,0
334,277,credit_card,15456
335,278,coupon,0
336,278,credit_card,36683
337,279,credit_card,31319
338,280,gift_card,21305
339,281,credit_card,14726
340,282,gift_card,10085
341,283,credit_card,25497
342,284,credit_card,44673
343,285,credit_card,38126
344,286,gift_card,25564
345,287,credit_card,10427
346,287,bank_transfer,7060
347,288,credit_card,18557
348,289,gift_card,19002
349,290,bank_transfer,5426
350,291,gift_card,37443
351,292,bank_transfer,48063
352,293,credit_card,28139
353,294,coupon,0
354,294,credit_card,4760
355,295,gift_card,7508
356,296,bank_transfer,8674
357,297,bank_transfer,33503
358,298,credit_card,39429
359,299,credit_card,10813
360,300,credit_card,24597
361,301,credit_card,15232
362,302,bank_transfer,13275
363,303,bank_transfer,22909
364,304,coupon,0
365,304,gift_card,25677
366,305,credit_card,47876
367,306,credit_card,20409
368,307,bank_transfer,24040
369,308,credit_card,15775
370,309,credit_card,2692
371,310,credit_card,47489
372,311,credit_card,12658
373,312,bank_transfer,6219
374,313,credit_card,38333
375,314,bank_transfer,3358
376,315,bank_transfer,12949
377,316,credit_card,12096
378,317,bank_transfer,29832
379,318,credit_card,47391
380,319,bank_transfer,24395
381,320,bank_transfer,42054
382,321,credit_card,26019
383,322,coupon,0
384,322,credit_card,49054
385,323,bank_transfer,10827
386,324,coupon,0
387,324,credit_card,18140
388,325,credit_card,17722
389,325,gift_card,11931
390,326,credit_card,5985
391,327,gift_card,48460
392,328,credit_card,38567
393,329,credit_card,13575
394,330,credit_card,35256
395,330,bank_transfer,36603
396,331,credit_card,42096
397,332,bank_transfer,7730
398,333,credit_card,7680
399,334,credit_card,15017
400,335,bank_transfer,22824
401,336,credit_card,25671
402,337,credit_card,47380
403,338,credit_card,11893
404,339,credit_card,24892
405,340,bank_transfer,25189
406,341,credit_card,34582
407,342,credit_card,29251
408,342,bank_transfer,25279
409,343,bank_transfer,30760
410,344,coupon,0
411,344,credit_card,33917
412,345,credit_card,31439
413,346,credit_card,30166
414,347,coupon,0
415,347,gift_card,10231
416,348,credit_card,3518
417,349,credit_card,26916
418,350,gift_card,34753
419,351,credit_card,42430
420,352,credit_card,25742
421,353,credit_card,18600
422,354,credit_card,37392
423,355,bank_transfer,33240
424,356,coupon,0
425,356,credit_card,47071
426,357,credit_card,48535
427,358,bank_transfer,18135
428,359,gift_card,24722
429,360,credit_card,33207
430,361,credit_card,32315
431,361,bank_transfer,3341
432,362,credit_card,7067
433,363,credit_card,9624
434,364,credit_card,42917
435,365,credit_card,1376
436,366,credit_card,26605
437,367,coupon,0
438,367,bank_transfer,35279
439,368,coupon,0
440,368,credit_card,37847
441,369,credit_card,44146
442,370,credit_card,9735
443,371,credit_card,49763
444,371,bank_transfer,17684
445,372,coupon,0
446,372,credit_card,21670
447,373,coupon,0
448,373,bank_transfer,9012
449,374,credit_card,23610
450,375,credit_card,17988
451,376,credit_card,37949
452,377,coupon,0
453,377,credit_card,21496
454,378,coupon,0
455,378,credit_card,19177
456,379,credit_card,3573
457,380,credit_card,2646
458,381,credit_card,47219
459,382,credit_card,5374
460,383,credit_card,3587
461,384,credit_card,46124
462,385,credit_card,11823
463,386,gift_card,46318
464,387,coupon,0
465,387,credit_card,34087
466,388,coupon,0
467,388,gift_card,4749
468,389,credit_card,11739
469,390,credit_card,43424
470,391,credit_card,22143
471,392,credit_card,20359
472,393,credit_card,43131
473,394,credit_card,32521
474,395,credit_card,20011
475,396,bank_transfer,36153
476,397,coupon,0
477,397,credit_card,588
478,398,credit_card,25366
479,399,coupon,0
480,399,bank_transfer,3279
481,400,gift_card,8113
482,401,credit_card,13435
483,401,credit_card,33298
484,402,coupon,0
485,402,gift_card,18003
486,403,bank_transfer,17907
487,404,gift_card,12196
488,405,coupon,0
489,405,credit_card,46396
490,406,credit_card,15771
491,407,bank_transfer,47349
492,408,coupon,0
493,408,gift_card,46236
494,409,gift_card,45187
495,410,credit_card,3959
496,410,credit_card,33870
497,411,credit_card,27246
498,412,bank_transfer,42046
499,413,credit_card,765
500,414,credit_card,4095
501,415,coupon,0
502,415,credit_card,41441
503,416,coupon,0
504,416,credit_card,39627
505,417,gift_card,4032
506,418,credit_card,21756
507,419,credit_card,45002
508,420,bank_transfer,25107
509,421,coupon,0
510,421,credit_card,49258
511,422,bank_transfer,36793
512,423,coupon,0
513,423,credit_card,31681
514,424,credit_card,16735
515,425,credit_card,9278
516,426,credit_card,33021
517,427,credit_card,32826
518,428,credit_card,19105
519,429,coupon,0
520,429,credit_card,1056
521,430,credit_card,3799
522,431,credit_card,25954
523,432,credit_card,4776
524,433,bank_transfer,4577
525,434,credit_card,10068
526,435,bank_transfer,34377
527,436,bank_transfer,49763
528,437,credit_card,20624
529,438,coupon,0
530,438,bank_transfer,12947
531,439,coupon,0
532,439,credit_card,32885
533,440,credit_card,28981
534,441,credit_card,15729
535,442,coupon,0
536,442,credit_card,42167
537,443,coupon,0
538,443,credit_card,1887
539,444,coupon,0
540,444,credit_card,5540
541,445,bank_transfer,37679
542,445,gift_card,13134
543,446,gift_card,4762
544,446,gift_card,44765
545,447,coupon,0
546,447,credit_card,20859
547,448,credit_card,32722
548,449,bank_transfer,41757
549,449,credit_card,1880
550,450,credit_card,30077
551,451,gift_card,40212
552,452,bank_transfer,40943
553,453,bank_transfer,4900
554,454,coupon,0
555,454,gift_card,11435
556,455,coupon,0
557,455,credit_card,40107
558,456,credit_card,4288
559,457,credit_card,29189
560,458,bank_transfer,49389
561,459,gift_card,47704
562,460,gift_card,40166
563,461,credit_card,27698
564,462,credit_card,42885
565,462,gift_card,15137
566,463,bank_transfer,32916
567,464,coupon,0
568,464,credit_card,45822
569,465,credit_card,37336
570,466,coupon,0
571,466,bank_transfer,3515
572,467,bank_transfer,28310
573,467,bank_transfer,7273
574,468,bank_transfer,4594
575,469,credit_card,9389
576,470,gift_card,17012
577,471,bank_transfer,45201
578,472,coupon,0
579,472,credit_card,16137
580,473,credit_card,39186
581,474,credit_card,16714
582,475,bank_transfer,26025
583,476,coupon,0
584,476,credit_card,17704
585,477,coupon,0
586,477,credit_card,19322
587,478,credit_card,827
588,478,bank_transfer,8196
589,479,gift_card,4985
590,480,credit_card,41417
591,481,bank_transfer,11733
592,482,credit_card,21738
593,483,bank_transfer,27236
594,484,credit_card,21739
595,485,credit_card,44129
596,486,credit_card,32815
597,487,bank_transfer,37037
598,488,credit_card,41373
599,489,bank_transfer,42923
600,490,bank_transfer,31696
601,491,credit_card,47832
602,492,credit_card,3307
603,493,gift_card,33440
604,494,credit_card,32280
605,495,bank_transfer,2658
606,496,credit_card,10585
607,497,bank_transfer,32155
608,498,credit_card,38311
609,499,credit_card,5943
610,500,bank_transfer,39628
611,501,credit_card,22066
612,502,credit_card,10767
613,503,credit_card,972
614,504,credit_card,35583
615,505,gift_card,6295
616,506,credit_card,37950
617,507,gift_card,43783
618,508,credit_card,18164
619,509,bank_transfer,23955
620,510,gift_card,33495
621,510,credit_card,35131
622,511,bank_transfer,14595
623,512,credit_card,48319
624,513,gift_card,43455
625,514,bank_transfer,16000
626,515,bank_transfer,40061
627,516,bank_transfer,44582
628,517,gift_card,3718
629,518,credit_card,28440
630,519,gift_card,15245
631,520,credit_card,9703
632,521,coupon,0
633,521,gift_card,6805
634,522,bank_transfer,1534
635,523,credit_card,47484
636,524,credit_card,11122
637,525,bank_transfer,48706
638,526,gift_card,49137
639,527,gift_card,9586
640,528,gift_card,1017
641,529,credit_card,27129
642,530,coupon,0
643,530,credit_card,21822
644,531,credit_card,22265
645,532,coupon,0
646,532,credit_card,26846
647,533,credit_card,17982
648,534,credit_card,20813
649,535,credit_card,44501
650,536,credit_card,33680
651,537,credit_card,47818
652,538,credit_card,48062
653,539,bank_transfer,29031
654,540,credit_card,15393
655,541,credit_card,20733
656,542,bank_transfer,34804
657,543,credit_card,26258
658,544,credit_card,20087
659,544,credit_card,44309
660,545,credit_card,11833
661,546,bank_transfer,1294
662,547,credit_card,39125
663,548,bank_transfer,25940
664,549,bank_transfer,5845
665,550,credit_card,41929
666,551,credit_card,41873
667,552,credit_card,7902
668,553,credit_card,26621
669,554,coupon,0
670,554,credit_card,24785
671,555,bank_transfer,45464
672,556,credit_card,16750
673,557,bank_transfer,8527
674,558,credit_card,1801
675,559,coupon,0
676,559,credit_card,30123
677,560,credit_card,3107
678,561,credit_card,48751
679,562,bank_transfer,17023
680,563,credit_card,22452
681,564,bank_transfer,49772
682,565,credit_card,26215
683,566,credit_card,45536
684,567,coupon,0
685,567,credit_card,49906
686,568,credit_card,43611
687,569,credit_card,24361
688,570,credit_card,39787
689,571,bank_transfer,45041
690,572,credit_card,1009
691,573,gift_card,43396
692,574,coupon,0
693,574,credit_card,44420
694,575,credit_card,6938
695,576,credit_card,8085
696,577,credit_card,36404
697,578,credit_card,14226
698,579,credit_card,506
699,580,bank_transfer,31861
700,580,credit_card,19352
701,581,bank_transfer,42983
702,582,credit_card,39289
703,583,bank_transfer,31514
704,584,bank_transfer,1179
705,585,credit_card,11992
706,586,gift_card,9434
707,587,bank_transfer,844
708,588,gift_card,49374
709,589,credit_card,27953
710,590,credit_card,34601
711,591,gift_card,26220
712,592,gift_card,48724
713,593,credit_card,41807
714,593,bank_transfer,36491
715,594,gift_card,4876
716,595,coupon,0
717,595,credit_card,35033
718,596,bank_transfer,1702
719,597,credit_card,40044
720,598,credit_card,41737
721,599,credit_card,20329
722,600,bank_transfer,24877
723,601,credit_card,22499
724,602,coupon,0
725,602,credit_card,49483
726,603,credit_card,33111
727,604,credit_card,48335
728,605,bank_transfer,39608
729,606,bank_transfer,44455
730,607,bank_transfer,36597
731,608,credit_card,16411
732,609,credit_card,13011
733,610,credit_card,33759
734,611,credit_card,44737
735,612,credit_card,4947
736,613,credit_card,16352
737,614,credit_card,40194
738,615,bank_transfer,1411
739,616,credit_card,14749
740,617,bank_transfer,35045
741,618,gift_card,11039
742,618,bank_transfer,7755
743,619,coupon,0
744,619,credit_card,1333
745,620,bank_transfer,15489
746,621,bank_transfer,32038
747,621,credit_card,20544
748,622,bank_transfer,29906
749,623,bank_transfer,6217
750,624,credit_card,40223
751,625,bank_transfer,21625
752,626,coupon,0
753,626,credit_card,16147
754,627,coupon,0
755,627,bank_transfer,595
756,628,bank_transfer,42990
757,629,coupon,0
758,629,gift_card,27657
759,630,credit_card,11551
760,631,bank_transfer,22505
761,632,credit_card,14656
762,633,credit_card,12308
763,634,gift_card,30880
764,635,credit_card,49145
765,636,bank_transfer,41088
766,637,credit_card,14298
767,638,credit_card,45585
768,639,bank_transfer,45310
769,640,coupon,0
770,640,bank_transfer,28549
771,641,credit_card,36134
772,642,credit_card,21644
773,643,credit_card,34836
774,644,bank_transfer,21387
775,645,credit_card,10555
776,646,coupon,0
777,646,gift_card,35186
778,647,credit_card,38267
779,648,credit_card,17147
780,649,credit_card,45400
781,650,credit_card,40935
782,651,credit_card,48153
783,652,coupon,0
784,652,credit_card,14419
785,653,bank_transfer,46978
786,654,coupon,0
787,654,credit_card,48680
788,655,coupon,0
789,655,credit_card,19445
790,656,credit_card,40916
791,657,credit_card,15537
792,658,credit_card,17010
793,659,bank_transfer,46850
794,660,coupon,0
795,660,credit_card,37333
796,661,bank_transfer,29928
797,662,coupon,0
798,662,bank_transfer,38093
799,663,coupon,0
800,663,credit_card,32763
801,664,credit_card,13428
802,665,coupon,0
803,665,gift_card,21720
804,666,bank_transfer,37428
805,667,coupon,0
806,667,credit_card,43845
807,668,gift_card,13219
808,669,coupon,0
809,669,credit_card,43690
810,670,credit_card,20642
811,671,coupon,0
812,671,bank_transfer,37176
813,672,gift_card,11151
814,673,bank_transfer,27982
815,674,coupon,0
816,674,bank_transfer,2818
817,675,credit_card,15391
818,676,bank_transfer,37518
819,677,credit_card,49098
820,678,credit_card,528
821,678,bank_transfer,6996
822,679,bank_transfer,9426
823,680,credit_card,34819
824,681,bank_transfer,47736
825,682,credit_card,10788
826,683,credit_card,38214
827,684,credit_card,28448
828,685,bank_transfer,26076
829,686,gift_card,16612
830,687,credit_card,20655
831,688,credit_card,32009
832,689,credit_card,10215
833,690,credit_card,38926
834,691,credit_card,47925
835,692,gift_card,36226
836,693,coupon,0
837,693,bank_transfer,7194
838,694,bank_transfer,6942
839,695,credit_card,21016
840,696,gift_card,46691
841,697,credit_card,23512
842,698,gift_card,37547
843,699,credit_card,31190
844,700,gift_card,1483
845,700,credit_card,627
846,701,bank_transfer,28101
847,702,credit_card,18689
848,703,coupon,0
849,703,gift_card,20300
850,704,credit_card,17976
851,705,coupon,0
852,705,credit_card,25896
853,706,bank_transfer,37664
854,707,credit_card,21794
855,708,credit_card,43519
856,709,credit_card,29366
857,710,bank_transfer,6779
858,711,bank_transfer,7872
859,712,credit_card,35925
860,713,credit_card,11011
861,714,credit_card,34338
862,715,bank_transfer,10401
863,716,credit_card,4402
864,717,gift_card,18518
865,718,bank_transfer,42179
866,719,bank_transfer,17703
867,720,credit_card,28414
868,721,credit_card,4693
869,722,credit_card,549
870,723,credit_card,3851
871,724,credit_card,26985
872,725,bank_transfer,543
873,726,gift_card,47117
874,727,bank_transfer,9803
875,728,credit_card,24066
876,729,credit_card,28394
877,730,credit_card,1767
878,731,credit_card,5118
879,732,credit_card,5300
880,733,bank_transfer,44649
881,734,credit_card,23016
882,735,credit_card,6836
883,736,bank_transfer,20755
884,737,gift_card,28574
885,738,coupon,0
886,738,bank_transfer,29258
887,739,bank_transfer,6550
888,740,coupon,0
889,740,credit_card,18259
890,741,bank_transfer,43487
891,742,credit_card,8844
892,743,gift_card,22242
893,744,bank_transfer,6635
894,745,credit_card,26948
895,746,coupon,0
896,746,credit_card,32506
897,747,coupon,0
898,747,bank_transfer,5326
899,748,gift_card,5044
900,749,gift_card,5663
901,750,bank_transfer,17294
902,751,bank_transfer,15458
903,752,bank_transfer,48664
904,752,bank_transfer,18011
905,753,credit_card,1921
906,754,coupon,0
907,754,credit_card,22992
908,755,credit_card,663
909,756,bank_transfer,41966
910,757,bank_transfer,17733
911,758,credit_card,16258
912,759,bank_transfer,15126
913,760,credit_card,41711
914,761,credit_card,47393
915,762,bank_transfer,37672
916,763,credit_card,28178
917,764,credit_card,46472
918,765,bank_transfer,20256
919,766,bank_transfer,9108
920,767,credit_card,21577
921,768,gift_card,44293
922,769,credit_card,42081
923,770,credit_card,7088
924,771,credit_card,34841
925,772,bank_transfer,45569
926,773,gift_card,39728
927,774,bank_transfer,32083
928,775,bank_transfer,16475
929,776,gift_card,10511
930,777,credit_card,10628
931,778,credit_card,888
932,779,credit_card,43392
933,779,credit_card,35433
934,780,gift_card,30310
935,781,credit_card,2360
936,782,coupon,0
937,782,credit_card,26945
938,783,bank_transfer,31653
939,784,gift_card,35633
940,785,coupon,0
941,785,gift_card,26591
942,786,credit_card,36718
943,787,credit_card,19184
944,788,bank_transfer,29713
945,789,credit_card,24378
946,790,gift_card,38044
947,791,credit_card,46074
948,792,credit_card,24873
949,793,gift_card,42116
950,794,coupon,0
951,794,credit_card,19274
952,795,credit_card,49805
953,796,credit_card,43559
954,797,coupon,0
955,797,credit_card,9897
956,798,credit_card,39908
957,799,coupon,0
958,799,credit_card,36092
959,800,credit_card,12477
960,801,credit_card,16832
961,802,credit_card,19723
962,803,credit_card,3412
963,804,bank_transfer,39586
964,804,gift_card,10176
965,805,gift_card,35278
966,806,coupon,0
967,806,credit_card,12028
968,807,gift_card,21505
969,808,credit_card,20812
970,809,bank_transfer,47498
971,810,credit_card,37581
972,811,credit_card,4428
973,812,credit_card,27230
974,813,gift_card,27607
975,813,credit_card,16351
976,814,bank_transfer,33722
977,815,credit_card,32887
978,816,credit_card,21861
979,817,gift_card,15346
980,818,bank_transfer,14762
981,819,credit_card,37847
982,820,bank_transfer,17154
983,820,bank_transfer,23270
984,821,bank_transfer,32281
985,822,credit_card,28662
986,823,credit_card,11465
987,824,credit_card,37617
988,825,coupon,0
989,825,credit_card,49834
990,826,coupon,0
991,826,credit_card,931
992,827,credit_card,1028
993,828,bank_transfer,13404
994,829,credit_card,19451
995,830,bank_transfer,46919
996,831,gift_card,14551
997,832,coupon,0
998,832,credit_card,9423
999,833,gift_card,22473
1000,834,coupon,0
1001,834,credit_card,29780
1002,835,credit_card,8329
1003,835,credit_card,16642
1004,836,credit_card,39167
1005,837,credit_card,47027
1006,838,bank_transfer,37115
1007,839,credit_card,27493
1008,840,credit_card,16500
1009,841,credit_card,42829
1010,842,credit_card,25675
1011,843,credit_card,5697
1012,844,coupon,0
1013,844,credit_card,23317
1014,845,bank_transfer,31877
1015,846,bank_transfer,26398
1016,847,credit_card,39226
1017,848,credit_card,14039
1018,849,credit_card,27147
1019,850,credit_card,27810
1020,850,credit_card,18838
1021,851,credit_card,8087
1022,852,credit_card,49484
1023,853,credit_card,40254
1024,854,gift_card,47742
1025,855,credit_card,39736
1026,856,credit_card,19735
1027,857,credit_card,37323
1028,857,credit_card,28910
1029,858,credit_card,48356
1030,859,credit_card,26279
1031,860,credit_card,5713
1032,861,credit_card,47911
1033,862,credit_card,22753
1034,863,bank_transfer,31956
1035,864,gift_card,49428
1036,865,gift_card,37903
1037,866,credit_card,26335
1038,867,gift_card,15814
1039,868,credit_card,12147
1040,869,credit_card,30404
1041,870,bank_transfer,25292
1042,871,credit_card,48614
1043,872,credit_card,35640
1044,873,credit_card,8980
1045,874,coupon,0
1046,874,bank_transfer,26899
1047,875,bank_transfer,21843
1048,876,coupon,0
1049,876,gift_card,13417
1050,877,coupon,0
1051,877,credit_card,17442
1052,878,coupon,0
1053,878,bank_transfer,17776
1054,879,gift_card,41790
1055,880,credit_card,11973
1056,881,coupon,0
1057,881,credit_card,26865
1058,882,gift_card,39705
1059,883,credit_card,21009
1060,884,coupon,0
1061,884,bank_transfer,42253
1062,885,bank_transfer,22922
1063,886,coupon,0
1064,886,bank_transfer,30468
1065,887,credit_card,44152
1066,888,credit_card,48092
1067,889,credit_card,47912
1068,890,gift_card,4105
1069,891,credit_card,5412
1070,892,credit_card,43008
1071,892,credit_card,41496
1072,893,credit_card,6066
1073,894,coupon,0
1074,894,credit_card,31326
1075,895,coupon,0
1076,895,credit_card,48997
1077,896,credit_card,47128
1078,896,credit_card,28058
1079,897,bank_transfer,34943
1080,898,credit_card,10781
1081,899,credit_card,17021
1082,900,credit_card,35467
1083,901,credit_card,10172
1084,902,credit_card,7435
1085,903,credit_card,25041
1086,904,bank_transfer,34581
1087,905,bank_transfer,30098
1088,906,credit_card,42253
1089,907,bank_transfer,8597
1090,908,credit_card,42803
1091,909,bank_transfer,15463
1092,910,credit_card,19494
1093,911,coupon,0
1094,911,credit_card,9128
1095,912,credit_card,12992
1096,913,bank_transfer,23978
1097,914,coupon,0
1098,914,bank_transfer,10351
1099,915,bank_transfer,23503
1100,916,credit_card,26525
1101,917,credit_card,19040
1102,918,coupon,0
1103,918,credit_card,5011
1104,919,coupon,0
1105,919,bank_transfer,28783
1106,920,bank_transfer,26098
1107,921,coupon,0
1108,921,credit_card,12951
1109,922,gift_card,49090
1110,922,bank_transfer,47233
1111,923,bank_transfer,1927
1112,924,credit_card,35773
1113,925,credit_card,22072
1114,926,bank_transfer,2883
1115,927,credit_card,49244
1116,928,coupon,0
1117,928,credit_card,41704
1118,929,credit_card,27442
1119,930,coupon,0
1120,930,credit_card,42271
1121,931,credit_card,44310
1122,932,credit_card,22112
1123,933,gift_card,48809
1124,934,credit_card,31989
1125,935,bank_transfer,21612
1126,936,coupon,0
1127,936,gift_card,32599
1128,937,credit_card,26137
1129,938,bank_transfer,37872
1130,939,bank_transfer,30584
1131,940,credit_card,20386
1132,941,credit_card,32144
1133,942,gift_card,8272
