id,customer_id,amount,status,ordered_at
258,80,6.65,pending,2023-02-07
259,81,38.8,completed,2023-07-05
260,81,27.15,completed,2023-05-01
261,81,14.45,completed,2022-10-14
262,82,58.84,cancelled,2023-10-10
263,82,69.89,completed,2021-06-24
264,82,23.35,completed,2025-03-19
265,82,53.7,completed,2020-07-17
266,82,30.45,cancelled,2020-05-08
267,83,38.16,pending,2025-12-15
268,83,37.4,completed,2022-11-09
269,83,5.6,cancelled,2021-10-31
270,83,50.42,completed,2020-04-06
271,83,22.9,pending,2021-10-29
272,84,50.32,completed,2024-04-27
273,84,41.75,completed,2023-03-29
274,84,7.6,completed,2024-06-23
275,84,50.52,completed,2024-09-11
276,84,11.3,completed,2020-06-06
277,85,5.5,completed,2022-06-13
278,85,3.2,completed,2023-07-18
279,85,12.35,completed,2023-05-15
280,85,34.05,completed,2023-01-20
281,85,34.26,pending,2021-05-18
282,85,11.8,cancelled,2025-02-11
283,86,68.89,completed,2021-08-18
284,86,38.76,completed,2025-10-19
285,87,13.9,pending,2021-12-15
286,87,18.33,completed,2022-03-19
287,87,14.85,pending,2022-07-15
288,88,24.22,completed,2023-06-26
289,88,41.86,cancelled,2020-03-22
290,89,34.45,completed,2023-08-05
291,90,23.45,cancelled,2020-12-09
292,90,21.23,completed,2021-12-18
293,90,27.65,pending,2024-01-30
294,91,50.2,completed,2020-09-24
295,93,21.1,completed,2025-06-17
296,94,23.4,completed,2024-07-28
297,94,25.5,completed,2021-07-29
298,94,2.65,completed,2024-10-19
299,94,24.08,completed,2024-01-22
300,94,28.1,completed,2020-09-17
301,95,22.95,completed,2020-09-09
302,96,54.65,pending,2023-02-22
303,96,18.45,pending,2024-08-11
304,97,4.7,completed,2022-12-02
305,97,3.25,completed,2020-07-31
306,97,36.59,completed,2025-10-02
307,98,101.36,pending,2025-09-20
308,98,14.22,pending,2021-04-14
309,98,5.55,pending,2022-05-10
310,98,68.35,pending,2022-05-18
311,99,29.8,pending,2022-12-09
312,99,36.45,pending,2023-11-05
313,100,3.28,cancelled,2024-10-26
314,100,67.3,completed,2025-12-22
315,100,8.0,completed,2024-09-27
316,100,37.18,pending,2020-01-10
317,101,11.9,cancelled,2020-12-12
318,101,13.3,pending,2022-10-13
319,101,69.43,pending,2025-09-06
320,102,19.9,pending,2023-09-26
321,102,38.05,pending,2022-09-29
322,103,93.55,completed,2020-06-26
323,103,19.0,completed,2023-01-24
324,103,33.6,completed,2025-08-22
325,103,5.95,pending,2023-07-23
326,105,14.55,completed,2021-07-21
327,105,33.88,completed,2020-07-31
328,105,22.25,pending,2023-07-15
329,105,19.0,pending,2024-09-06
330,106,40.97,completed,2020-08-31
331,106,3.75,completed,2020-04-04
332,106,76.6,completed,2024-10-30
333,106,35.75,completed,2023-11-29
334,107,24.4,completed,2024-12-05
335,107,15.6,completed,2022-09-03
336,107,9.95,pending,2022-08-08
337,107,16.5,completed,2025-12-31
338,108,62.84,completed,2022-10-22
339,108,36.25,completed,2021-06-07
340,109,13.6,completed,2022-11-07
341,109,3.8,completed,2020-09-07
342,109,3.8,completed,2021-11-06
343,110,51.25,pending,2022-05-13
344,110,16.65,completed,2023-12-24
345,110,12.85,cancelled,2020-07-14
346,110,44.7,cancelled,2025-07-26
347,111,12.36,pending,2023-11-02
348,111,35.09,completed,2020-04-20
349,112,17.75,completed,2023-01-17
350,112,16.46,completed,2022-05-06
351,112,45.27,cancelled,2021-10-13
352,112,81.25,pending,2021-08-05
353,112,14.8,completed,2023-09-17
354,113,4.65,pending,2024-02-15
355,113,5.45,pending,2024-04-16
356,113,27.8,pending,2025-08-30
357,113,48.85,completed,2025-08-01
358,114,38.26,pending,2024-12-17
359,114,46.21,completed,2022-06-18
360,114,53.85,pending,2022-07-28
361,115,80.72,completed,2023-03-30
362,115,62.0,completed,2020-04-30
363,115,42.84,completed,2023-12-09
364,116,5.95,completed,2025-09-13
365,117,15.35,completed,2024-12-06
366,117,4.55,completed,2022-02-04
367,117,50.3,pending,2025-12-08
368,118,68.19,completed,2023-10-25
369,118,22.5,completed,2025-09-18
370,118,47.96,completed,2024-12-30
371,118,78.75,completed,2020-02-19
372,118,59.1,completed,2020-10-18
373,118,17.1,completed,2024-11-05
374,119,56.55,completed,2025-11-10
375,119,44.75,completed,2020-03-13
376,119,30.2,pending,2023-04-12
377,119,61.9,completed,2024-09-14
378,119,46.81,completed,2023-08-01
379,120,15.4,completed,2025-03-30
380,120,31.2,completed,2022-05-06
381,120,6.2,cancelled,2025-01-06
382,120,108.06,completed,2025-12-28
383,121,15.95,completed,2023-12-31
384,121,28.15,completed,2023-09-06
385,121,5.85,completed,2020-05-10
386,121,20.4,completed,2020-05-21
387,121,10.05,completed,2021-06-03
388,123,19.8,pending,2020-07-11
389,123,13.05,pending,2023-03-23
390,123,30.6,completed,2020-03-26
391,124,6.5,pending,2025-12-23
392,124,36.95,completed,2025-07-20
393,124,44.4,completed,2021-11-18
394,124,13.02,completed,2023-05-05
395,125,11.6,completed,2023-01-06
396,125,10.05,completed,2025-05-10
397,125,16.65,completed,2021-02-18
398,125,94.15,completed,2020-11-26
399,126,39.71,completed,2020-01-02
400,126,4.46,completed,2022-01-10
401,126,32.4,completed,2022-03-13
402,126,33.68,pending,2025-06-23
403,126,13.86,cancelled,2020-10-21
404,126,5.3,pending,2022-10-31
405,127,5.45,pending,2020-12-04
406,127,34.3,cancelled,2024-05-25
407,127,36.7,completed,2024-09-17
408,127,3.2,completed,2020-09-28
409,127,5.2,cancelled,2025-06-24
410,127,62.04,completed,2022-06-19
411,128,72.15,completed,2024-09-17
412,128,67.75,completed,2020-04-12
413,129,26.0,completed,2022-02-28
414,129,59.95,completed,2020-01-22
415,129,28.57,completed,2024-05-01
416,130,25.4,pending,2022-06-25
417,131,6.0,completed,2020-07-10
418,131,45.6,completed,2025-07-09
419,132,9.59,pending,2024-04-18
420,132,16.67,pending,2023-01-01
421,133,19.47,completed,2024-03-27
422,133,125.1,completed,2023-04-30
423,134,18.7,pending,2022-08-21
424,135,30.0,completed,2022-05-19
425,136,33.55,cancelled,2024-04-13
426,137,36.7,completed,2023-02-24
427,137,88.7,completed,2020-06-05
428,137,5.35,completed,2024-05-30
429,137,19.8,completed,2025-02-03
430,137,109.3,cancelled,2022-08-28
431,138,13.6,completed,2025-12-17
432,138,34.25,pending,2021-11-04
433,138,70.92,completed,2021-05-15
434,139,62.53,completed,2025-02-23
435,139,10.05,completed,2020-04-14
436,139,22.2,completed,2022-11-19
437,140,10.85,pending,2025-12-23
438,140,72.53,pending,2021-03-04
439,140,39.3,completed,2025-02-11
440,141,23.42,completed,2024-05-19
441,142,11.6,completed,2024-10-21
442,142,15.75,pending,2024-02-26
443,143,6.15,completed,2020-03-28
444,143,57.75,pending,2022-07-10
445,143,48.25,completed,2025-03-03
446,144,9.35,completed,2023-02-18
447,144,7.95,pending,2020-12-06
448,144,6.4,pending,2020-03-25
449,144,19.2,pending,2022-06-09
450,144,3.3,pending,2025-06-01
451,145,10.3,completed,2024-07-05
452,145,35.15,completed,2022-06-08
453,145,8.07,pending,2020-01-19
454,146,16.43,pending,2022-03-03
455,146,30.0,completed,2022-05-18
456,148,7.24,completed,2020-04-16
457,148,11.9,pending,2020-05-12
458,148,40.5,completed,2021-09-22
459,148,43.83,completed,2025-04-03
460,149,52.02,completed,2023-11-23
461,149,23.2,completed,2024-11-13
462,150,34.4,pending,2021-01-01
463,150,40.05,cancelled,2022-05-13
464,150,58.59,completed,2023-10-30
465,150,8.92,completed,2025-04-13
466,150,8.4,pending,2021-07-31
467,151,23.7,completed,2020-08-03
468,151,7.44,completed,2023-11-30
469,151,29.3,completed,2021-01-02
470,151,68.97,completed,2021-12-18
471,151,7.3,cancelled,2022-07-11
472,152,16.97,pending,2020-08-04
473,152,21.3,pending,2022-11-23
474,152,13.5,completed,2020-02-23
475,152,32.4,completed,2025-10-12
476,153,11.8,pending,2020-11-19
477,153,25.3,completed,2024-02-13
478,153,24.15,completed,2023-05-24
479,153,9.3,completed,2022-08-06
480,154,104.2,cancelled,2025-03-17
481,155,8.33,completed,2021-02-13
482,155,5.8,completed,2021-03-14
483,155,51.5,pending,2025-10-16
484,155,56.78,completed,2025-12-14
485,155,33.89,pending,2025-02-02
486,155,75.55,cancelled,2024-10-22
487,156,12.15,cancelled,2021-06-11
488,156,5.44,completed,2021-09-15
489,156,13.8,cancelled,2025-06-05
490,156,78.1,completed,2025-01-23
491,156,40.85,completed,2020-02-21
492,156,5.6,completed,2020-01-27
493,156,44.6,cancelled,2025-12-27
494,157,26.45,completed,2023-01-27
495,157,13.1,completed,2023-06-12
496,157,6.4,completed,2025-04-20
497,158,45.12,completed,2023-06-27
498,158,15.4,completed,2023-10-06
499,158,15.45,completed,2025-03-26
500,158,18.3,completed,2022-01-30
501,158,2.51,completed,2023-07-24
502,159,100.7,cancelled,2025-07-05
503,159,26.3,pending,2022-06-24
504,159,47.69,completed,2024-03-11
505,160,3.2,completed,2024-04-29
506,162,28.0,cancelled,2022-10-17
507,162,17.8,completed,2020-05-03
508,162,4.9,completed,2020-03-10
509,162,14.88,pending,2023-12-16
510,163,58.15,cancelled,2024-12-06
511,163,28.77,pending,2020-11-10
512,163,10.2,completed,2021-02-03
513,163,70.4,completed,2024-04-05
514,164,23.75,completed,2022-06-30
515,164,111.0,completed,2020-08-25
516,164,55.9,completed,2025-06-20
517,164,9.3,cancelled,2021-09-10
518,165,65.2,completed,2020-11-04
519,165,97.85,pending,2024-01-20
520,166,80.4,completed,2023-11-12
521,166,7.6,completed,2022-07-30
522,166,9.95,completed,2025-08-30
523,166,26.45,pending,2021-01-10
524,167,38.1,cancelled,2020-03-11
525,167,11.2,completed,2025-09-15
526,167,66.34,completed,2024-07-31
527,168,52.0,completed,2022-03-01
528,168,23.3,completed,2025-12-31
529,168,22.0,completed,2020-12-09
530,169,20.75,completed,2022-03-30
531,169,21.7,completed,2022-04-18
532,169,12.3,completed,2023-08-10
533,169,33.38,completed,2020-09-07
534,170,11.25,cancelled,2025-08-04
535,170,7.5,completed,2022-10-16
536,170,30.6,completed,2021-08-16
537,170,26.74,completed,2022-12-03
538,171,10.7,completed,2024-05-06
539,172,103.15,pending,2025-07-03
540,173,29.47,completed,2024-07-25
541,173,8.2,completed,2023-05-19
542,173,48.77,completed,2022-04-03
543,173,15.06,completed,2025-12-03
544,174,25.88,completed,2025-06-01
545,174,42.95,completed,2021-12-06
546,175,19.75,completed,2024-09-18
547,175,32.1,completed,2020-06-14
548,175,6.3,completed,2023-11-28
549,176,50.32,pending,2024-03-26
550,176,13.35,completed,2025-05-06
551,177,28.65,completed,2022-02-05
552,177,43.55,completed,2021-01-28
553,177,5.45,completed,2025-03-19
554,177,56.05,completed,2024-07-06
555,177,94.25,completed,2020-01-29
556,177,22.14,completed,2021-03-03
557,178,18.11,cancelled,2022-10-30
558,178,5.95,completed,2025-03-30
559,178,14.1,completed,2022-01-15
560,178,9.25,pending,2021-06-12
561,179,6.7,pending,2024-06-30
562,179,33.37,completed,2023-09-18
563,180,6.25,completed,2021-12-30
564,180,69.46,completed,2024-02-27
565,180,30.6,completed,2021-03-03
566,180,62.47,completed,2021-08-11
567,180,16.3,completed,2023-05-01
568,180,17.85,completed,2025-02-03
569,182,34.85,completed,2020-04-04
570,182,15.35,completed,2024-12-05
571,182,10.3,completed,2023-09-24
572,182,22.86,pending,2020-06-27
573,183,129.95,completed,2025-12-30
574,183,39.4,completed,2023-05-06
575,183,13.6,completed,2022-10-19
576,184,53.25,completed,2020-07-09
577,185,29.35,pending,2022-03-15
578,185,65.76,completed,2023-03-18
579,185,14.8,completed,2021-06-06
580,186,20.65,completed,2023-03-21
581,186,10.8,pending,2021-05-01
582,186,23.25,completed,2020-03-04
583,186,19.65,completed,2024-02-02
584,186,18.49,pending,2023-06-20
585,186,4.64,completed,2024-10-02
586,187,7.9,completed,2024-07-26
587,187,28.3,completed,2022-12-09
588,187,23.25,completed,2021-03-23
589,187,7.0,completed,2021-02-12
590,188,42.25,pending,2022-06-29
591,188,38.9,completed,2020-11-21
592,189,28.81,pending,2025-09-05
593,189,58.2,pending,2022-08-21
594,189,6.4,cancelled,2023-07-07
595,189,7.6,completed,2023-02-27
596,190,9.65,pending,2020-02-03
597,190,17.7,completed,2021-07-05
598,190,32.59,completed,2020-10-27
599,191,6.6,completed,2025-06-29
600,192,38.45,cancelled,2024-04-26
601,192,14.7,completed,2023-10-16
602,192,12.05,completed,2020-01-19
603,192,15.55,pending,2021-01-28
604,193,55.4,completed,2025-06-19
605,193,16.35,completed,2022-10-30
606,193,30.7,completed,2025-11-25
607,193,19.7,completed,2022-02-26
608,195,20.22,pending,2021-10-17
609,195,37.14,completed,2020-07-02
610,195,7.0,pending,2022-12-06
611,195,3.3,pending,2024-05-12
612,195,80.34,completed,2023-04-25
613,197,35.0,completed,2024-09-19
614,197,3.61,completed,2021-06-03
615,197,36.7,pending,2023-07-30
616,197,6.7,completed,2021-06-14
617,198,42.24,cancelled,2022-09-01
618,198,36.9,completed,2024-04-25
619,198,18.75,completed,2021-12-31
620,199,31.0,completed,2020-02-24
621,199,12.35,completed,2024-02-04
622,199,15.25,completed,2020-04-15
623,199,26.25,completed,2021-05-07
624,199,4.7,pending,2025-09-25
625,199,17.9,completed,2022-10-10
626,199,56.95,completed,2023-09-22
627,199,12.5,cancelled,2025-02-11
628,200,51.92,completed,2024-06-15
629,200,34.95,pending,2025-05-16
630,200,12.15,completed,2021-09-25
631,201,64.45,pending,2022-02-19
632,203,2.52,cancelled,2020-09-13
633,204,23.6,completed,2021-11-27
634,204,14.67,cancelled,2022-04-19
635,204,44.4,pending,2025-03-29
636,204,30.03,completed,2024-05-22
637,204,17.49,completed,2024-02-09
638,205,68.2,completed,2020-10-04
639,205,3.45,cancelled,2020-08-31
640,206,13.39,pending,2021-06-03
641,206,24.6,completed,2021-07-03
642,206,21.66,completed,2021-11-13
643,207,127.34,completed,2023-06-16
644,207,84.08,pending,2021-09-25
645,207,22.4,completed,2024-08-01
646,207,18.7,completed,2022-08-31
647,207,22.56,completed,2021-11-17
648,208,19.93,completed,2025-06-19
649,208,32.25,completed,2023-01-08
650,208,30.06,completed,2023-12-09
651,208,14.7,completed,2020-08-05
652,209,12.8,pending,2022-07-29
653,209,18.5,cancelled,2024-01-12
654,209,51.88,completed,2025-11-18
655,209,58.39,completed,2025-02-08
656,210,54.71,completed,2025-10-12
657,210,28.7,completed,2022-12-11
658,210,11.6,completed,2022-06-01
659,210,35.76,completed,2021-02-03
660,210,28.8,pending,2020-11-30
661,211,44.24,completed,2023-08-08
662,211,2.92,cancelled,2025-06-22
663,211,33.25,completed,2020-03-16
664,211,31.3,completed,2021-09-04
665,212,28.3,completed,2020-08-21
666,212,20.4,cancelled,2023-05-04
667,212,38.4,completed,2025-03-31
668,213,14.76,completed,2021-10-04
669,213,77.44,completed,2022-02-05
670,213,14.6,completed,2025-09-11
671,214,11.15,pending,2021-01-27
672,214,5.5,completed,2022-12-14
673,214,22.5,cancelled,2020-11-27
674,214,4.55,pending,2021-05-10
675,215,3.45,completed,2023-02-19
676,215,46.05,completed,2025-10-14
677,215,19.4,completed,2025-06-04
678,216,53.95,completed,2020-06-29
679,216,48.9,completed,2021-12-14
680,217,40.2,completed,2025-10-17
681,217,21.5,cancelled,2023-11-20
682,217,10.7,pending,2020-03-31
683,218,9.3,completed,2022-01-29
684,218,27.79,cancelled,2020-08-16
685,218,4.55,completed,2020-04-02
686,218,22.5,completed,2020-03-25
687,218,39.38,completed,2025-07-31
688,218,8.83,completed,2022-05-11
689,218,22.41,cancelled,2023-08-11
690,218,27.6,completed,2021-08-24
691,219,7.28,completed,2023-09-14
692,219,41.75,completed,2024-03-10
693,219,60.8,pending,2024-09-23
694,219,8.6,completed,2023-01-04
695,220,39.54,completed,2020-02-24
696,220,12.15,completed,2023-10-22
697,220,5.95,completed,2021-03-31
698,221,20.79,completed,2021-09-16
699,222,7.6,completed,2023-03-15
700,222,3.5,pending,2020-06-01
701,224,89.0,completed,2020-06-11
702,224,56.65,completed,2025-01-10
703,224,40.05,cancelled,2023-06-16
704,224,25.2,completed,2024-10-06
705,224,11.85,completed,2024-01-12
706,224,7.9,pending,2025-04-21
707,224,36.6,completed,2021-10-14
708,225,38.7,completed,2025-06-07
709,225,40.2,completed,2024-05-01
710,225,4.7,completed,2020-08-10
711,225,16.2,cancelled,2025-12-16
712,225,2.95,completed,2024-12-05
713,226,9.9,completed,2020-05-01
714,227,5.95,completed,2020-08-20
715,227,16.6,completed,2024-09-06
716,227,34.3,completed,2025-02-27
717,227,8.85,completed,2020-11-25
718,227,28.51,completed,2022-12-17
719,227,55.5,pending,2021-07-05
720,229,30.55,completed,2023-07-18
721,229,8.1,pending,2025-05-06
722,230,12.8,completed,2022-05-29
723,230,33.91,cancelled,2024-11-07
724,230,15.35,cancelled,2022-02-05
725,230,25.5,cancelled,2025-05-20
726,230,5.55,completed,2025-01-14
727,231,62.65,completed,2021-07-22
728,231,7.65,completed,2024-08-21
729,231,25.77,completed,2024-04-22
730,232,25.05,completed,2024-10-11
731,232,11.35,pending,2022-12-31
732,232,59.19,cancelled,2025-08-13
733,232,19.65,completed,2021-11-18
734,232,45.24,completed,2023-06-23
735,233,33.19,completed,2021-04-01
736,233,81.4,completed,2020-07-29
737,233,134.4,completed,2023-11-07
738,233,34.03,completed,2024-07-17
739,233,61.8,completed,2023-10-26
740,234,27.83,completed,2024-12-26
741,234,11.5,completed,2023-12-01
742,234,6.7,completed,2022-12-23
743,234,15.35,completed,2025-09-14
744,234,11.7,completed,2025-02-07
745,236,17.7,completed,2023-06-29
746,236,18.25,completed,2023-09-09
747,236,10.4,completed,2024-04-28
748,236,55.65,completed,2022-03-13
749,236,5.8,completed,2024-10-16
750,237,63.45,completed,2021-03-09
751,237,33.61,pending,2025-11-10
752,237,4.0,completed,2024-06-01
753,237,14.35,completed,2022-03-21
754,238,9.8,completed,2024-01-30
755,238,12.3,completed,2023-11-27
756,238,50.9,completed,2023-02-18
757,239,11.43,completed,2021-02-26
758,239,36.3,completed,2022-10-05
759,240,16.35,completed,2023-03-28
760,240,29.45,completed,2025-02-28
761,240,59.36,pending,2025-03-07
762,240,6.2,pending,2020-11-27
763,240,14.25,completed,2021-03-18
764,241,68.45,completed,2025-03-02
765,241,28.69,completed,2022-03-04
766,241,157.15,completed,2022-12-17
767,241,15.62,completed,2020-01-11
